"Ssciname","scommname","qseqid","sseqid","pident","length","mismatch","gapopen","qcovus","qstart","qend","sstart","send","evalue","bitscore","staxids","qlen","qcovs","annotated_tax","pmatchsel","sum_Reads"
"Limanda aspera","yellowfin sole","03ac9e716fe523c4c84442c146d5a142dbaec2b8","gi|985566073|dbj|LC049651.1|",99.408,169,1,0,100,1,169,1,169,3.31e-79,307,"195624",169,100,"Hippoglossus stenolepis","1",28884
"Limanda aspera","yellowfin sole","03ac9e716fe523c4c84442c146d5a142dbaec2b8","gi|985566072|dbj|LC049650.1|",99.408,169,1,0,100,1,169,1,169,3.31e-79,307,"195624",169,100,"Hippoglossus stenolepis","1",28884
"Reinhardtius hippoglossoides","Greenland flounder","03ac9e716fe523c4c84442c146d5a142dbaec2b8","gi|2491777327|gb|OQ846522.1|",99.408,169,1,0,100,1,169,1,169,3.31e-79,307,"111784",169,100,"Hippoglossus stenolepis","1",28884
"Limanda aspera","yellowfin sole","03ac9e716fe523c4c84442c146d5a142dbaec2b8","gi|948298519|ref|NC_028281.1|",99.408,169,1,0,100,1,169,316,484,3.31e-79,307,"195624",169,100,"Hippoglossus stenolepis","1",28884
"Reinhardtius hippoglossoides","Greenland flounder","03ac9e716fe523c4c84442c146d5a142dbaec2b8","gi|2072646499|gb|MZ621110.1|",99.408,169,1,0,100,1,169,9,177,3.31e-79,307,"111784",169,100,"Hippoglossus stenolepis","1",28884
"Limanda limanda","common dab","03ac9e716fe523c4c84442c146d5a142dbaec2b8","gi|2018537136|gb|MW818297.1|",99.408,169,1,0,100,1,169,248,416,3.31e-79,307,"27771",169,100,"Hippoglossus stenolepis","1",28884
"Limanda limanda","common dab","03ac9e716fe523c4c84442c146d5a142dbaec2b8","gi|2018537092|gb|MW818253.1|",99.408,169,1,0,100,1,169,248,416,3.31e-79,307,"27771",169,100,"Hippoglossus stenolepis","1",28884
"Limanda limanda","common dab","03ac9e716fe523c4c84442c146d5a142dbaec2b8","gi|2018537082|gb|MW818243.1|",99.408,169,1,0,100,1,169,248,416,3.31e-79,307,"27771",169,100,"Hippoglossus stenolepis","1",28884
"Reinhardtius hippoglossoides","Greenland flounder","03ac9e716fe523c4c84442c146d5a142dbaec2b8","gi|153581838|emb|AM749133.1|",99.408,169,1,0,100,1,169,316,484,3.31e-79,307,"111784",169,100,"Hippoglossus stenolepis","1",28884
"Reinhardtius hippoglossoides","Greenland flounder","03ac9e716fe523c4c84442c146d5a142dbaec2b8","gi|153581824|emb|AM749132.1|",99.408,169,1,0,100,1,169,316,484,3.31e-79,307,"111784",169,100,"Hippoglossus stenolepis","1",28884
"Reinhardtius hippoglossoides","Greenland flounder","03ac9e716fe523c4c84442c146d5a142dbaec2b8","gi|153581810|emb|AM749131.1|",99.408,169,1,0,100,1,169,316,484,3.31e-79,307,"111784",169,100,"Hippoglossus stenolepis","1",28884
"Reinhardtius hippoglossoides","Greenland flounder","03ac9e716fe523c4c84442c146d5a142dbaec2b8","gi|154090907|ref|NC_009711.1|",99.408,169,1,0,100,1,169,316,484,3.31e-79,307,"111784",169,100,"Hippoglossus stenolepis","1",28884
"Hippoglossus hippoglossus","Atlantic halibut","03ac9e716fe523c4c84442c146d5a142dbaec2b8","gi|153581712|emb|AM749124.1|",99.408,169,1,0,100,1,169,316,484,3.31e-79,307,"8267",169,100,"Hippoglossus stenolepis","1",28884
"Limanda aspera","yellowfin sole","03ac9e716fe523c4c84442c146d5a142dbaec2b8","gi|22532251|gb|AF488491.1|",99.408,169,1,0,100,1,169,248,416,3.31e-79,307,"195624",169,100,"Hippoglossus stenolepis","1",28884
"Reinhardtius hippoglossoides","Greenland flounder","03ac9e716fe523c4c84442c146d5a142dbaec2b8","gi|47604897|dbj|AB128934.1|",99.408,169,1,0,100,1,169,1531,1699,3.31e-79,307,"111784",169,100,"Hippoglossus stenolepis","1",28884
"Reinhardtius hippoglossoides","Greenland flounder","03ac9e716fe523c4c84442c146d5a142dbaec2b8","gi|47604896|dbj|AB128933.1|",99.408,169,1,0,100,1,169,1531,1699,3.31e-79,307,"111784",169,100,"Hippoglossus stenolepis","1",28884
"Reinhardtius hippoglossoides","Greenland flounder","03ac9e716fe523c4c84442c146d5a142dbaec2b8","gi|47604895|dbj|AB128932.1|",99.408,169,1,0,100,1,169,1652,1820,3.31e-79,307,"111784",169,100,"Hippoglossus stenolepis","1",28884
"Sardinops sagax","South American pilchard","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|2569351443|gb|OR482441.1|",100,173,0,0,100,1,173,319,491,4.38e-83,320,"28381",173,100,"Sardinops sagax","1",14119
"Sardinops sagax","South American pilchard","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|2491777413|gb|OQ846608.1|",100,173,0,0,100,1,173,1,173,4.38e-83,320,"28381",173,100,"Sardinops sagax","1",14119
"Sardinops sagax","South American pilchard","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|2491776927|gb|OQ846122.1|",100,173,0,0,100,1,173,1,173,4.38e-83,320,"28381",173,100,"Sardinops sagax","1",14119
"Sardinops melanostictus","Sardinops melanostictus","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|1391894798|dbj|LC385054.1|",98.844,173,2,0,100,1,173,1,173,9.47e-80,309,"41697",173,100,"Sardinops sagax","1",14119
"Sardinops melanostictus","Sardinops melanostictus","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|985566464|dbj|LC069399.1|",98.844,173,2,0,100,1,173,1,173,9.47e-80,309,"41697",173,100,"Sardinops sagax","1",14119
"Sardinops melanostictus","Sardinops melanostictus","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|985566463|dbj|LC069398.1|",98.844,173,2,0,100,1,173,1,173,9.47e-80,309,"41697",173,100,"Sardinops sagax","1",14119
"Sardinops melanostictus","Sardinops melanostictus","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|985566462|dbj|LC069397.1|",98.844,173,2,0,100,1,173,1,173,9.47e-80,309,"41697",173,100,"Sardinops sagax","1",14119
"Sardinops melanostictus","Sardinops melanostictus","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|985566461|dbj|LC069396.1|",98.844,173,2,0,100,1,173,1,173,9.47e-80,309,"41697",173,100,"Sardinops sagax","1",14119
"Sardinops sagax | Sardinops melanostictus","South American pilchard;Sardinops melanostictus","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|985564914|dbj|LC020933.1|",98.844,173,2,0,100,1,173,1,173,9.47e-80,309,"28381;41697",173,100,"Sardinops sagax","1",14119
"Sardinops sagax","South American pilchard","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|2088247903|ref|NC_057117.1|",98.844,173,2,0,100,1,173,319,491,9.47e-80,309,"28381",173,100,"Sardinops sagax","1",14119
"Sardinops melanostictus","Sardinops melanostictus","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|11545708|ref|NC_002616.1|",98.844,173,2,0,100,1,173,319,491,9.47e-80,309,"41697",173,100,"Sardinops sagax","1",14119
"Alosa aestivalis","blueback shad","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|1347730035|ref|NC_037017.1|",92.982,171,12,0,99,1,171,313,483,5.82e-62,250,"224703",173,99,"Sardinops sagax","1",14119
"Alosa mediocris","hickory shad","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|1347730021|ref|NC_037016.1|",92.982,171,12,0,99,1,171,313,483,5.82e-62,250,"469659",173,99,"Sardinops sagax","1",14119
"Alosa mediocris","hickory shad","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|2557039466|gb|OR379513.1|",92.982,171,12,0,99,1,171,1,171,5.82e-62,250,"469659",173,99,"Sardinops sagax","1",14119
"Alosa pseudoharengus","alewife","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|2557039416|gb|OR379463.1|",92.982,171,12,0,99,1,171,1,171,5.82e-62,250,"34774",173,99,"Sardinops sagax","1",14119
"Alosa aestivalis","blueback shad","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|2557039413|gb|OR379460.1|",92.982,171,12,0,99,1,171,1,171,5.82e-62,250,"224703",173,99,"Sardinops sagax","1",14119
"Alosa chrysochloris","skipjack shad","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|2591501437|gb|OR552018.1|",92.982,171,12,0,99,1,171,124,294,5.82e-62,250,"411573",173,99,"Sardinops sagax","1",14119
"Alosa chrysochloris","skipjack shad","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|2562372457|gb|OR428560.1|",92.982,171,12,0,99,1,171,22,192,5.82e-62,250,"411573",173,99,"Sardinops sagax","1",14119
"Alosa chrysochloris","skipjack shad","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|2562372456|gb|OR428559.1|",92.982,171,12,0,99,1,171,22,192,5.82e-62,250,"411573",173,99,"Sardinops sagax","1",14119
"Alosa aestivalis","blueback shad","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|2325478470|gb|OM736861.1|",92.982,171,12,0,99,1,171,313,483,5.82e-62,250,"224703",173,99,"Sardinops sagax","1",14119
"Alosa aestivalis","blueback shad","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|1935001742|gb|MT667245.1|",92.982,171,12,0,99,1,171,313,483,5.82e-62,250,"224703",173,99,"Sardinops sagax","1",14119
"Alosa pseudoharengus","alewife","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|2325477966|gb|OM736825.1|",92.398,171,13,0,99,1,171,313,483,2.71e-60,244,"34774",173,99,"Sardinops sagax","1",14119
"Alosa pseudoharengus","alewife","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|2325477728|gb|OM736808.1|",92.398,171,13,0,99,1,171,313,483,2.71e-60,244,"34774",173,99,"Sardinops sagax","1",14119
"Alosa sapidissima","American shad","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|2305125914|gb|OL471032.1|",92.398,171,13,0,99,1,171,314,484,2.71e-60,244,"34773",173,99,"Sardinops sagax","1",14119
"Alosa sapidissima","American shad","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|2305125889|gb|OL457430.1|",92.398,171,13,0,99,1,171,314,484,2.71e-60,244,"34773",173,99,"Sardinops sagax","1",14119
"Alosa fallax","twaite shad","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|2187163222|emb|OV522637.1|",92.398,171,13,0,99,1,171,909,739,2.71e-60,244,"278165",173,99,"Sardinops sagax","1",14119
"Alosa fallax","twaite shad","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|1896499027|gb|MT410940.1|",92.398,171,13,0,99,1,171,313,483,2.71e-60,244,"278165",173,99,"Sardinops sagax","1",14119
"Alosa sapidissima","American shad","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|312233335|ref|NC_014690.1|",92.398,171,13,0,99,1,171,314,484,2.71e-60,244,"34773",173,99,"Sardinops sagax","1",14119
"Alosa pseudoharengus","alewife","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|148922572|ref|NC_009576.1|",92.398,171,13,0,99,1,171,313,483,2.71e-60,244,"34774",173,99,"Sardinops sagax","1",14119
"Alosa alosa","allis shad","d3a973efbba962488ffbf56a5faaec76ad1925a8","gi|148922684|ref|NC_009575.1|",92.398,171,13,0,99,1,171,313,483,2.71e-60,244,"278164",173,99,"Sardinops sagax","1",14119
"Megaptera novaeangliae","humpback whale","a210a55551b22693281313c8207fa9ce914b2340","gi|62184326|ref|NC_006927.1|",100,170,0,0,100,1,170,323,492,1.99e-81,315,"9773",170,100,"Megaptera novaeangliae","1",5577
"Megaptera novaeangliae","humpback whale","a210a55551b22693281313c8207fa9ce914b2340","gi|1358104137|gb|MF409246.1|",99.412,170,1,0,100,1,170,323,492,9.26e-80,309,"9773",170,100,"Megaptera novaeangliae","1",5577
"Megaptera novaeangliae","humpback whale","a210a55551b22693281313c8207fa9ce914b2340","gi|12700648|gb|AY012141.1|",98.824,170,2,0,100,1,170,246,415,4.31e-78,303,"9773",170,100,"Megaptera novaeangliae","1",5577
"Balaenoptera physalus","Fin whale","a210a55551b22693281313c8207fa9ce914b2340","gi|1358104095|gb|MF409243.1|",96.429,168,6,0,99,1,168,324,491,2.61e-70,278,"9770",170,99,"Megaptera novaeangliae","1",5577
"Balaenoptera physalus","Fin whale","a210a55551b22693281313c8207fa9ce914b2340","gi|1018242739|dbj|LC146379.1|",96.429,168,6,0,99,1,168,1,168,2.61e-70,278,"9770",170,99,"Megaptera novaeangliae","1",5577
"Balaenoptera physalus","Fin whale","a210a55551b22693281313c8207fa9ce914b2340","gi|507590662|gb|KC572860.1|",96.429,168,6,0,99,1,168,1253,1420,2.61e-70,278,"9770",170,99,"Megaptera novaeangliae","1",5577
"Balaenoptera physalus","Fin whale","a210a55551b22693281313c8207fa9ce914b2340","gi|507590508|gb|KC572849.1|",96.429,168,6,0,99,1,168,1253,1420,2.61e-70,278,"9770",170,99,"Megaptera novaeangliae","1",5577
"Balaenoptera physalus","Fin whale","a210a55551b22693281313c8207fa9ce914b2340","gi|507590466|gb|KC572846.1|",96.429,168,6,0,99,1,168,1253,1420,2.61e-70,278,"9770",170,99,"Megaptera novaeangliae","1",5577
"Balaenoptera physalus","Fin whale","a210a55551b22693281313c8207fa9ce914b2340","gi|507590228|gb|KC572829.1|",96.429,168,6,0,99,1,168,1253,1420,2.61e-70,278,"9770",170,99,"Megaptera novaeangliae","1",5577
"Balaenoptera physalus","Fin whale","a210a55551b22693281313c8207fa9ce914b2340","gi|507590200|gb|KC572827.1|",96.429,168,6,0,99,1,168,1253,1420,2.61e-70,278,"9770",170,99,"Megaptera novaeangliae","1",5577
"Balaenoptera physalus","Fin whale","a210a55551b22693281313c8207fa9ce914b2340","gi|507590186|gb|KC572826.1|",96.429,168,6,0,99,1,168,1253,1420,2.61e-70,278,"9770",170,99,"Megaptera novaeangliae","1",5577
"Balaenoptera physalus","Fin whale","a210a55551b22693281313c8207fa9ce914b2340","gi|507588618|gb|KC572714.1|",96.429,168,6,0,99,1,168,1253,1420,2.61e-70,278,"9770",170,99,"Megaptera novaeangliae","1",5577
"Balaenoptera physalus","Fin whale","a210a55551b22693281313c8207fa9ce914b2340","gi|507588548|gb|KC572709.1|",96.429,168,6,0,99,1,168,1253,1420,2.61e-70,278,"9770",170,99,"Megaptera novaeangliae","1",5577
"Balaenoptera physalus","Fin whale","a210a55551b22693281313c8207fa9ce914b2340","gi|507588534|gb|KC572708.1|",96.429,168,6,0,99,1,168,1253,1420,2.61e-70,278,"9770",170,99,"Megaptera novaeangliae","1",5577
"Balaenoptera physalus","Fin whale","a210a55551b22693281313c8207fa9ce914b2340","gi|1878254290|gb|MT410921.1|",96.429,168,6,0,99,1,168,324,491,2.61e-70,278,"9770",170,99,"Megaptera novaeangliae","1",5577
"Balaenoptera physalus","Fin whale","a210a55551b22693281313c8207fa9ce914b2340","gi|5819095|ref|NC_001321.1|",96.429,168,6,0,99,1,168,745,912,2.61e-70,278,"9770",170,99,"Megaptera novaeangliae","1",5577
"Balaenoptera physalus","Fin whale","a210a55551b22693281313c8207fa9ce914b2340","gi|507589724|gb|KC572793.1|",95.833,168,7,0,99,1,168,1252,1419,1.22e-68,272,"9770",170,99,"Megaptera novaeangliae","1",5577
"Balaenoptera physalus","Fin whale","a210a55551b22693281313c8207fa9ce914b2340","gi|507589710|gb|KC572792.1|",95.833,168,7,0,99,1,168,1253,1420,1.22e-68,272,"9770",170,99,"Megaptera novaeangliae","1",5577
"Balaenoptera physalus","Fin whale","a210a55551b22693281313c8207fa9ce914b2340","gi|507589696|gb|KC572791.1|",95.833,168,7,0,99,1,168,1253,1420,1.22e-68,272,"9770",170,99,"Megaptera novaeangliae","1",5577
"Balaenoptera physalus","Fin whale","a210a55551b22693281313c8207fa9ce914b2340","gi|507589598|gb|KC572784.1|",95.833,168,7,0,99,1,168,1253,1420,1.22e-68,272,"9770",170,99,"Megaptera novaeangliae","1",5577
"Balaenoptera physalus","Fin whale","a210a55551b22693281313c8207fa9ce914b2340","gi|507589584|gb|KC572783.1|",95.833,168,7,0,99,1,168,1253,1420,1.22e-68,272,"9770",170,99,"Megaptera novaeangliae","1",5577
"Balaenoptera physalus","Fin whale","a210a55551b22693281313c8207fa9ce914b2340","gi|507589528|gb|KC572779.1|",95.833,168,7,0,99,1,168,1253,1420,1.22e-68,272,"9770",170,99,"Megaptera novaeangliae","1",5577
"Balaenoptera physalus","Fin whale","a210a55551b22693281313c8207fa9ce914b2340","gi|507589500|gb|KC572777.1|",95.833,168,7,0,99,1,168,1253,1420,1.22e-68,272,"9770",170,99,"Megaptera novaeangliae","1",5577
"Balaenoptera physalus","Fin whale","a210a55551b22693281313c8207fa9ce914b2340","gi|507589458|gb|KC572774.1|",95.833,168,7,0,99,1,168,1253,1420,1.22e-68,272,"9770",170,99,"Megaptera novaeangliae","1",5577
"Balaenoptera physalus","Fin whale","a210a55551b22693281313c8207fa9ce914b2340","gi|507589150|gb|KC572752.1|",95.833,168,7,0,99,1,168,1253,1420,1.22e-68,272,"9770",170,99,"Megaptera novaeangliae","1",5577
"Balaenoptera physalus","Fin whale","a210a55551b22693281313c8207fa9ce914b2340","gi|507588898|gb|KC572734.1|",95.833,168,7,0,99,1,168,1253,1420,1.22e-68,272,"9770",170,99,"Megaptera novaeangliae","1",5577
"Balaenoptera physalus","Fin whale","a210a55551b22693281313c8207fa9ce914b2340","gi|507588842|gb|KC572730.1|",95.833,168,7,0,99,1,168,1253,1420,1.22e-68,272,"9770",170,99,"Megaptera novaeangliae","1",5577
"Balaenoptera physalus","Fin whale","a210a55551b22693281313c8207fa9ce914b2340","gi|507588758|gb|KC572724.1|",95.833,168,7,0,99,1,168,1253,1420,1.22e-68,272,"9770",170,99,"Megaptera novaeangliae","1",5577
"Balaenoptera physalus","Fin whale","a210a55551b22693281313c8207fa9ce914b2340","gi|507588716|gb|KC572721.1|",95.833,168,7,0,99,1,168,1253,1420,1.22e-68,272,"9770",170,99,"Megaptera novaeangliae","1",5577
"Balaenoptera physalus","Fin whale","a210a55551b22693281313c8207fa9ce914b2340","gi|507588632|gb|KC572715.1|",95.833,168,7,0,99,1,168,1253,1420,1.22e-68,272,"9770",170,99,"Megaptera novaeangliae","1",5577
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533893|gb|ON675314.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533879|gb|ON675313.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533865|gb|ON675312.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533851|gb|ON675311.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533809|gb|ON675308.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533795|gb|ON675307.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533781|gb|ON675306.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533767|gb|ON675305.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533753|gb|ON675304.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533739|gb|ON675303.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533725|gb|ON675302.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533711|gb|ON675301.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533697|gb|ON675300.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533683|gb|ON675299.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533669|gb|ON675298.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533655|gb|ON675297.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533641|gb|ON675296.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533627|gb|ON675295.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533613|gb|ON675294.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533599|gb|ON675293.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533585|gb|ON675292.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533571|gb|ON675291.1|",100,170,0,0,100,1,170,742,911,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533543|gb|ON675289.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533529|gb|ON675288.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533515|gb|ON675287.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533487|gb|ON675285.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533473|gb|ON675284.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533459|gb|ON675283.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|2472533445|gb|ON675282.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera musculus","blue whale","e605f34aa97f3133bd37018d290ae19b4c567d18","gi|5834995|ref|NC_001601.1|",100,170,0,0,100,1,170,743,912,1.99e-81,315,"9771",170,100,"Balaenoptera musculus","1",3832
"Balaenoptera physalus","Fin whale","98f2eee5cc4142147dc10600148935080b4c2653","gi|507590354|gb|KC572838.1|",100,170,0,0,100,1,170,1253,1422,1.99e-81,315,"9770",170,100,"Balaenoptera physalus","1",2922
"Balaenoptera physalus","Fin whale","98f2eee5cc4142147dc10600148935080b4c2653","gi|507590340|gb|KC572837.1|",100,170,0,0,100,1,170,1253,1422,1.99e-81,315,"9770",170,100,"Balaenoptera physalus","1",2922
"Balaenoptera physalus","Fin whale","98f2eee5cc4142147dc10600148935080b4c2653","gi|507590326|gb|KC572836.1|",100,170,0,0,100,1,170,1253,1422,1.99e-81,315,"9770",170,100,"Balaenoptera physalus","1",2922
"Balaenoptera physalus","Fin whale","98f2eee5cc4142147dc10600148935080b4c2653","gi|507590312|gb|KC572835.1|",100,170,0,0,100,1,170,1252,1421,1.99e-81,315,"9770",170,100,"Balaenoptera physalus","1",2922
"Balaenoptera physalus","Fin whale","98f2eee5cc4142147dc10600148935080b4c2653","gi|507590284|gb|KC572833.1|",100,170,0,0,100,1,170,1252,1421,1.99e-81,315,"9770",170,100,"Balaenoptera physalus","1",2922
"Balaenoptera physalus","Fin whale","98f2eee5cc4142147dc10600148935080b4c2653","gi|507590270|gb|KC572832.1|",100,170,0,0,100,1,170,1253,1422,1.99e-81,315,"9770",170,100,"Balaenoptera physalus","1",2922
"Balaenoptera physalus","Fin whale","98f2eee5cc4142147dc10600148935080b4c2653","gi|507590256|gb|KC572831.1|",100,170,0,0,100,1,170,1253,1422,1.99e-81,315,"9770",170,100,"Balaenoptera physalus","1",2922
"Balaenoptera physalus","Fin whale","98f2eee5cc4142147dc10600148935080b4c2653","gi|507590242|gb|KC572830.1|",100,170,0,0,100,1,170,1253,1422,1.99e-81,315,"9770",170,100,"Balaenoptera physalus","1",2922
"Balaenoptera physalus","Fin whale","98f2eee5cc4142147dc10600148935080b4c2653","gi|507589934|gb|KC572808.1|",100,170,0,0,100,1,170,1253,1422,1.99e-81,315,"9770",170,100,"Balaenoptera physalus","1",2922
"Balaenoptera physalus","Fin whale","98f2eee5cc4142147dc10600148935080b4c2653","gi|507589906|gb|KC572806.1|",100,170,0,0,100,1,170,1253,1422,1.99e-81,315,"9770",170,100,"Balaenoptera physalus","1",2922
"Balaenoptera physalus","Fin whale","98f2eee5cc4142147dc10600148935080b4c2653","gi|507589850|gb|KC572802.1|",100,170,0,0,100,1,170,1253,1422,1.99e-81,315,"9770",170,100,"Balaenoptera physalus","1",2922
"Balaenoptera physalus","Fin whale","98f2eee5cc4142147dc10600148935080b4c2653","gi|507589822|gb|KC572800.1|",100,170,0,0,100,1,170,1253,1422,1.99e-81,315,"9770",170,100,"Balaenoptera physalus","1",2922
