"Ssciname","scommname","qseqid","sseqid","pident","length","mismatch","gapopen","qcovus","qstart","qend","sstart","send","evalue","bitscore","staxids","qlen","qcovs","annotated_tax","pmatchsel"
"Myoxocephalus quadricornis","Myoxocephalus quadricornis","ab8a6b85c6c66d5f19bf3ef50c9e3d19065fa8a8","gi|1979358097|gb|MT303954.1|",95.679,162,6,1,100,1,161,322,483,8.83e-65,259,"200680",161,100,"Enophrys bison","1"
"Myoxocephalus quadricornis","Myoxocephalus quadricornis","ab8a6b85c6c66d5f19bf3ef50c9e3d19065fa8a8","gi|1979358083|gb|MT303953.1|",95.679,162,6,1,100,1,161,322,483,8.83e-65,259,"200680",161,100,"Enophrys bison","1"
"Myoxocephalus quadricornis","Myoxocephalus quadricornis","ab8a6b85c6c66d5f19bf3ef50c9e3d19065fa8a8","gi|1999117704|ref|NC_053359.1|",95.679,162,6,1,100,1,161,322,483,8.83e-65,259,"200680",161,100,"Enophrys bison","1"
"Myoxocephalus scorpius","shorthorn sculpin","ab8a6b85c6c66d5f19bf3ef50c9e3d19065fa8a8","gi|1896498863|gb|MT410889.1|",95.679,162,6,1,100,1,161,323,484,8.83e-65,259,"8097",161,100,"Enophrys bison","1"
"Oncorhynchus mykiss","rainbow trout","62dcb7dbb0460eaa0389cc422a5c5a59f4e6e612","gi|4927735|gb|AF125509.1|AF125509",100,162,0,0,100,1,162,253,414,5.25e-77,300,"8022",162,100,"Oncorhynchus mykiss","1"
"Oncorhynchus mykiss","rainbow trout","62dcb7dbb0460eaa0389cc422a5c5a59f4e6e612","gi|4927734|gb|AF125508.1|AF125508",100,162,0,0,100,1,162,253,414,5.25e-77,300,"8022",162,100,"Oncorhynchus mykiss","1"
"Oncorhynchus mykiss","rainbow trout","62dcb7dbb0460eaa0389cc422a5c5a59f4e6e612","gi|4808821|gb|AF113121.1|AF113121",100,162,0,0,100,1,162,253,414,5.25e-77,300,"8022",162,100,"Oncorhynchus mykiss","1"
"Oncorhynchus mykiss","rainbow trout","62dcb7dbb0460eaa0389cc422a5c5a59f4e6e612","gi|4808820|gb|AF113120.1|AF113120",100,162,0,0,100,1,162,253,414,5.25e-77,300,"8022",162,100,"Oncorhynchus mykiss","1"
"Oncorhynchus mykiss gairdneri","Oncorhynchus mykiss gairdneri","62dcb7dbb0460eaa0389cc422a5c5a59f4e6e612","gi|2305126232|gb|OK637248.1|",99.387,163,0,1,100,1,162,321,483,2.44e-75,294,"857570",162,100,"Oncorhynchus mykiss","1"
"Oncorhynchus clarkii lewisi","westslope cutthroat trout","62dcb7dbb0460eaa0389cc422a5c5a59f4e6e612","gi|2305126187|gb|OK623665.1|",99.387,163,0,1,100,1,162,321,483,2.44e-75,294,"490388",162,100,"Oncorhynchus mykiss","1"
"Oncorhynchus clarkii lewisi","westslope cutthroat trout","62dcb7dbb0460eaa0389cc422a5c5a59f4e6e612","gi|2305126172|gb|OK623662.1|",99.387,163,0,1,100,1,162,321,483,2.44e-75,294,"490388",162,100,"Oncorhynchus mykiss","1"
"Oncorhynchus mykiss irideus","Oncorhynchus mykiss irideus","62dcb7dbb0460eaa0389cc422a5c5a59f4e6e612","gi|2305126143|gb|OK583899.1|",99.387,163,0,1,100,1,162,321,483,2.44e-75,294,"857569",162,100,"Oncorhynchus mykiss","1"
"Oncorhynchus mykiss irideus","Oncorhynchus mykiss irideus","62dcb7dbb0460eaa0389cc422a5c5a59f4e6e612","gi|2305126099|gb|OK040162.1|",99.387,163,0,1,100,1,162,321,483,2.44e-75,294,"857569",162,100,"Oncorhynchus mykiss","1"
"Oncorhynchus mykiss newberrii","Great Basin redband trout","62dcb7dbb0460eaa0389cc422a5c5a59f4e6e612","gi|2305125701|gb|OK623679.1|",99.387,163,0,1,100,1,162,321,483,2.44e-75,294,"2978582",162,100,"Oncorhynchus mykiss","1"
"Oncorhynchus mykiss","rainbow trout","62dcb7dbb0460eaa0389cc422a5c5a59f4e6e612","gi|2067616704|gb|MZ567214.1|",99.387,163,0,1,100,1,162,253,415,2.44e-75,294,"8022",162,100,"Oncorhynchus mykiss","1"
"Oncorhynchus gilae apache","Apache trout","62dcb7dbb0460eaa0389cc422a5c5a59f4e6e612","gi|1953426706|gb|MW300342.1|",99.387,163,0,1,100,1,162,321,483,2.44e-75,294,"209197",162,100,"Oncorhynchus mykiss","1"
"Oncorhynchus gilae","Gila trout","62dcb7dbb0460eaa0389cc422a5c5a59f4e6e612","gi|1953426622|gb|MW300336.1|",99.387,163,0,1,100,1,162,321,483,2.44e-75,294,"64185",162,100,"Oncorhynchus mykiss","1"
"Oncorhynchus gilae","Gila trout","62dcb7dbb0460eaa0389cc422a5c5a59f4e6e612","gi|1953426608|gb|MW300335.1|",99.387,163,0,1,100,1,162,321,483,2.44e-75,294,"64185",162,100,"Oncorhynchus mykiss","1"
"Oncorhynchus gilae","Gila trout","62dcb7dbb0460eaa0389cc422a5c5a59f4e6e612","gi|2088241430|ref|NC_056957.1|",99.387,163,0,1,100,1,162,321,483,2.44e-75,294,"64185",162,100,"Oncorhynchus mykiss","1"
"Oncorhynchus mykiss","rainbow trout","62dcb7dbb0460eaa0389cc422a5c5a59f4e6e612","gi|1935001868|gb|MT667254.1|",99.387,163,0,1,100,1,162,321,483,2.44e-75,294,"8022",162,100,"Oncorhynchus mykiss","1"
"Oncorhynchus mykiss","rainbow trout","62dcb7dbb0460eaa0389cc422a5c5a59f4e6e612","gi|1896498849|gb|MT410879.1|",99.387,163,0,1,100,1,162,321,483,2.44e-75,294,"8022",162,100,"Oncorhynchus mykiss","1"
"Oncorhynchus mykiss","rainbow trout","62dcb7dbb0460eaa0389cc422a5c5a59f4e6e612","gi|82492328|gb|DQ288271.1|",99.387,163,0,1,100,1,162,321,483,2.44e-75,294,"8022",162,100,"Oncorhynchus mykiss","1"
"Oncorhynchus mykiss","rainbow trout","62dcb7dbb0460eaa0389cc422a5c5a59f4e6e612","gi|82492314|gb|DQ288270.1|",99.387,163,0,1,100,1,162,321,483,2.44e-75,294,"8022",162,100,"Oncorhynchus mykiss","1"
"Oncorhynchus mykiss","rainbow trout","62dcb7dbb0460eaa0389cc422a5c5a59f4e6e612","gi|82492300|gb|DQ288269.1|",99.387,163,0,1,100,1,162,321,483,2.44e-75,294,"8022",162,100,"Oncorhynchus mykiss","1"
"Sebastes maliger","quillback rockfish","b7fc8930006877df2b975c6f6092715a7a11404c","gi|2624751963|gb|OR641536.1|",100,161,0,0,100,1,161,323,483,1.87e-76,298,"72084",161,100,"Sebastes spp.  ||  Sebastes caurinus | Sebastes maliger","1 | 1"
"Sebastes maliger","quillback rockfish","b7fc8930006877df2b975c6f6092715a7a11404c","gi|2624751949|gb|OR641535.1|",100,161,0,0,100,1,161,323,483,1.87e-76,298,"72084",161,100,"Sebastes spp.  ||  Sebastes caurinus | Sebastes maliger","1 | 1"
"Sebastes maliger","quillback rockfish","b7fc8930006877df2b975c6f6092715a7a11404c","gi|2624751935|gb|OR641534.1|",100,161,0,0,100,1,161,323,483,1.87e-76,298,"72084",161,100,"Sebastes spp.  ||  Sebastes caurinus | Sebastes maliger","1 | 1"
"Sebastes maliger","quillback rockfish","b7fc8930006877df2b975c6f6092715a7a11404c","gi|2624751921|gb|OR641533.1|",100,161,0,0,100,1,161,323,483,1.87e-76,298,"72084",161,100,"Sebastes spp.  ||  Sebastes caurinus | Sebastes maliger","1 | 1"
"Sebastes maliger","quillback rockfish","b7fc8930006877df2b975c6f6092715a7a11404c","gi|2624751907|gb|OR641532.1|",100,161,0,0,100,1,161,323,483,1.87e-76,298,"72084",161,100,"Sebastes spp.  ||  Sebastes caurinus | Sebastes maliger","1 | 1"
"Sebastes caurinus","copper rockfish","b7fc8930006877df2b975c6f6092715a7a11404c","gi|2624751599|gb|OR641510.1|",100,161,0,0,100,1,161,323,483,1.87e-76,298,"72063",161,100,"Sebastes spp.  ||  Sebastes caurinus | Sebastes maliger","1 | 1"
"Sebastes caurinus","copper rockfish","b7fc8930006877df2b975c6f6092715a7a11404c","gi|2624751585|gb|OR641509.1|",100,161,0,0,100,1,161,323,483,1.87e-76,298,"72063",161,100,"Sebastes spp.  ||  Sebastes caurinus | Sebastes maliger","1 | 1"
"Sebastes caurinus","copper rockfish","b7fc8930006877df2b975c6f6092715a7a11404c","gi|2624751571|gb|OR641508.1|",100,161,0,0,100,1,161,323,483,1.87e-76,298,"72063",161,100,"Sebastes spp.  ||  Sebastes caurinus | Sebastes maliger","1 | 1"
"Sebastes caurinus","copper rockfish","b7fc8930006877df2b975c6f6092715a7a11404c","gi|2624751557|gb|OR641507.1|",100,161,0,0,100,1,161,323,483,1.87e-76,298,"72063",161,100,"Sebastes spp.  ||  Sebastes caurinus | Sebastes maliger","1 | 1"
"Sebastes caurinus","copper rockfish","b7fc8930006877df2b975c6f6092715a7a11404c","gi|2624751543|gb|OR641506.1|",100,161,0,0,100,1,161,323,483,1.87e-76,298,"72063",161,100,"Sebastes spp.  ||  Sebastes caurinus | Sebastes maliger","1 | 1"
"Sebastes caurinus","copper rockfish","b7fc8930006877df2b975c6f6092715a7a11404c","gi|2373974856|gb|OP035205.1|",100,161,0,0,100,1,161,323,483,1.87e-76,298,"72063",161,100,"Sebastes spp.  ||  Sebastes caurinus | Sebastes maliger","1 | 1"
"Sebastes maliger","quillback rockfish","b7fc8930006877df2b975c6f6092715a7a11404c","gi|2373974517|gb|OP035060.1|",100,161,0,0,100,1,161,323,483,1.87e-76,298,"72084",161,100,"Sebastes spp.  ||  Sebastes caurinus | Sebastes maliger","1 | 1"
"Sebastes caurinus","copper rockfish","b7fc8930006877df2b975c6f6092715a7a11404c","gi|2576858096|gb|OR546210.1|",100,161,0,0,100,1,161,323,483,1.87e-76,298,"72063",161,100,"Sebastes spp.  ||  Sebastes caurinus | Sebastes maliger","1 | 1"
"Sebastes caurinus","copper rockfish","b7fc8930006877df2b975c6f6092715a7a11404c","gi|985563617|dbj|LC104532.1|",100,161,0,0,100,1,161,8,168,1.87e-76,298,"72063",161,100,"Sebastes spp.  ||  Sebastes caurinus | Sebastes maliger","1 | 1"
"Sebastes maliger","quillback rockfish","b7fc8930006877df2b975c6f6092715a7a11404c","gi|985563600|dbj|LC104515.1|",100,161,0,0,100,1,161,8,168,1.87e-76,298,"72084",161,100,"Sebastes spp.  ||  Sebastes caurinus | Sebastes maliger","1 | 1"
"Sebastes maliger","quillback rockfish","b7fc8930006877df2b975c6f6092715a7a11404c","gi|985563599|dbj|LC104514.1|",100,161,0,0,100,1,161,8,168,1.87e-76,298,"72084",161,100,"Sebastes spp.  ||  Sebastes caurinus | Sebastes maliger","1 | 1"
"Sebastes caurinus","copper rockfish","b7fc8930006877df2b975c6f6092715a7a11404c","gi|985563590|dbj|LC104505.1|",100,161,0,0,100,1,161,8,168,1.87e-76,298,"72063",161,100,"Sebastes spp.  ||  Sebastes caurinus | Sebastes maliger","1 | 1"
"Sebastes caurinus","copper rockfish","b7fc8930006877df2b975c6f6092715a7a11404c","gi|985563549|dbj|LC104464.1|",100,161,0,0,100,1,161,8,168,1.87e-76,298,"72063",161,100,"Sebastes spp.  ||  Sebastes caurinus | Sebastes maliger","1 | 1"
"Sebastes caurinus","copper rockfish","b7fc8930006877df2b975c6f6092715a7a11404c","gi|2314982036|ref|NC_066933.1|",100,161,0,0,100,1,161,323,483,1.87e-76,298,"72063",161,100,"Sebastes spp.  ||  Sebastes caurinus | Sebastes maliger","1 | 1"
"Sebastes maliger","quillback rockfish","b7fc8930006877df2b975c6f6092715a7a11404c","gi|2088232190|ref|NC_056782.1|",100,161,0,0,100,1,161,323,483,1.87e-76,298,"72084",161,100,"Sebastes spp.  ||  Sebastes caurinus | Sebastes maliger","1 | 1"
"Hemilepidotus spinosus","brown Irish lord","29a362083e57b6e6658ef09ada56b63281d4f6f0","gi|985563231|dbj|LC091914.1|",100,162,0,0,100,1,162,8,169,5.25e-77,300,"271501",162,100,"Hemilepidotus hemilepidotus | Hemilepidotus spinosus","1 | 1"
"Hemilepidotus spinosus","brown Irish lord","29a362083e57b6e6658ef09ada56b63281d4f6f0","gi|2491777299|gb|OQ846494.1|",100,162,0,0,100,1,162,8,169,5.25e-77,300,"271501",162,100,"Hemilepidotus hemilepidotus | Hemilepidotus spinosus","1 | 1"
"Hemilepidotus hemilepidotus","red Irish lord","29a362083e57b6e6658ef09ada56b63281d4f6f0","gi|2491777263|gb|OQ846458.1|",100,162,0,0,100,1,162,8,169,5.25e-77,300,"433390",162,100,"Hemilepidotus hemilepidotus | Hemilepidotus spinosus","1 | 1"
"Hemilepidotus papilio","Hemilepidotus papilio","29a362083e57b6e6658ef09ada56b63281d4f6f0","gi|2587926508|ref|NC_082785.1|",99.383,162,1,0,100,1,162,324,485,2.44e-75,294,"470226",162,100,"Hemilepidotus hemilepidotus | Hemilepidotus spinosus","1 | 1"
"Hemilepidotus jordani","yellow Irish lord","29a362083e57b6e6658ef09ada56b63281d4f6f0","gi|2587926466|ref|NC_082782.1|",99.383,162,1,0,100,1,162,324,485,2.44e-75,294,"274759",162,100,"Hemilepidotus hemilepidotus | Hemilepidotus spinosus","1 | 1"
"Hemilepidotus jordani | Hemilepidotus papilio","yellow Irish lord;Hemilepidotus papilio","29a362083e57b6e6658ef09ada56b63281d4f6f0","gi|985565818|dbj|LC036934.1|",99.383,162,1,0,100,1,162,8,169,2.44e-75,294,"274759;470226",162,100,"Hemilepidotus hemilepidotus | Hemilepidotus spinosus","1 | 1"
"Hemilepidotus jordani","yellow Irish lord","29a362083e57b6e6658ef09ada56b63281d4f6f0","gi|669175212|gb|KM057959.1|",99.383,162,1,0,100,1,162,182,343,2.44e-75,294,"274759",162,100,"Hemilepidotus hemilepidotus | Hemilepidotus spinosus","1 | 1"
"Hemilepidotus gilberti","Hemilepidotus gilberti","29a362083e57b6e6658ef09ada56b63281d4f6f0","gi|1197510136|ref|NC_034653.1|",98.765,162,2,0,100,1,162,324,485,1.14e-73,289,"238838",162,100,"Hemilepidotus hemilepidotus | Hemilepidotus spinosus","1 | 1"
"Hemilepidotus zapus","longfin Irish lord","29a362083e57b6e6658ef09ada56b63281d4f6f0","gi|669175213|gb|KM057960.1|",98.765,162,2,0,100,1,162,182,343,1.14e-73,289,"274760",162,100,"Hemilepidotus hemilepidotus | Hemilepidotus spinosus","1 | 1"
"Hemilepidotus gilberti","Hemilepidotus gilberti","29a362083e57b6e6658ef09ada56b63281d4f6f0","gi|985565816|dbj|LC036932.1|",98.148,162,3,0,100,1,162,8,169,5.28e-72,283,"238838",162,100,"Hemilepidotus hemilepidotus | Hemilepidotus spinosus","1 | 1"
"Hemilepidotus hemilepidotus","red Irish lord","29a362083e57b6e6658ef09ada56b63281d4f6f0","gi|2587926901|ref|NC_082813.1|",97.531,162,4,0,100,1,162,324,485,2.46e-70,278,"433390",162,100,"Hemilepidotus hemilepidotus | Hemilepidotus spinosus","1 | 1"
"Hemilepidotus hemilepidotus","red Irish lord","29a362083e57b6e6658ef09ada56b63281d4f6f0","gi|985563244|dbj|LC091927.1|",97.531,162,4,0,100,1,162,8,169,2.46e-70,278,"433390",162,100,"Hemilepidotus hemilepidotus | Hemilepidotus spinosus","1 | 1"
"Hemilepidotus hemilepidotus","red Irish lord","29a362083e57b6e6658ef09ada56b63281d4f6f0","gi|2095925504|gb|OK172575.1|",97.531,162,4,0,100,1,162,256,417,2.46e-70,278,"433390",162,100,"Hemilepidotus hemilepidotus | Hemilepidotus spinosus","1 | 1"
"Blepsias bilobus","crested sculpin","29a362083e57b6e6658ef09ada56b63281d4f6f0","gi|985565654|dbj|LC036770.1|",96.914,162,5,0,100,1,162,8,169,1.14e-68,272,"980325",162,100,"Hemilepidotus hemilepidotus | Hemilepidotus spinosus","1 | 1"
"Chesnonia verrucosa | Pallasina barbata | Brachyopsis segaliensis","warty poacher;tubenose poacher;Brachyopsis segaliensis","29a362083e57b6e6658ef09ada56b63281d4f6f0","gi|985563630|dbj|LC104545.1|",95.706,163,5,2,100,1,162,8,169,2.48e-65,261,"740928;740932;1633465",162,100,"Hemilepidotus hemilepidotus | Hemilepidotus spinosus","1 | 1"
"Blepsias cirrhosus","silverspotted sculpin","29a362083e57b6e6658ef09ada56b63281d4f6f0","gi|985563268|dbj|LC091951.1|",95.679,162,7,0,100,1,162,8,169,2.48e-65,261,"573213",162,100,"Hemilepidotus hemilepidotus | Hemilepidotus spinosus","1 | 1"
"Blepsias cirrhosus","silverspotted sculpin","29a362083e57b6e6658ef09ada56b63281d4f6f0","gi|2491777289|gb|OQ846484.1|",95.679,162,7,0,100,1,162,8,169,2.48e-65,261,"573213",162,100,"Hemilepidotus hemilepidotus | Hemilepidotus spinosus","1 | 1"
"Chesnonia verrucosa","warty poacher","29a362083e57b6e6658ef09ada56b63281d4f6f0","gi|2491776948|gb|OQ846143.1|",95.706,163,5,2,100,1,162,8,169,2.48e-65,261,"740928",162,100,"Hemilepidotus hemilepidotus | Hemilepidotus spinosus","1 | 1"
"Brachyopsis segaliensis","Brachyopsis segaliensis","29a362083e57b6e6658ef09ada56b63281d4f6f0","gi|2178620680|dbj|LC671311.1|",95.706,163,5,2,100,1,162,193,354,2.48e-65,261,"1633465",162,100,"Hemilepidotus hemilepidotus | Hemilepidotus spinosus","1 | 1"
"Blepsias cirrhosus","silverspotted sculpin","29a362083e57b6e6658ef09ada56b63281d4f6f0","gi|2178620679|dbj|LC671310.1|",95.679,162,7,0,100,1,162,194,355,2.48e-65,261,"573213",162,100,"Hemilepidotus hemilepidotus | Hemilepidotus spinosus","1 | 1"
"Scorpaenichthys marmoratus","cabezon","1d4261d78baba116818798b8d9f0251fc1b9a1ee","gi|985563250|dbj|LC091933.1|",100,161,0,0,100,1,161,8,168,1.87e-76,298,"52273",161,100,"Scorpaenichthys marmoratus","1"
"Scorpaenichthys marmoratus","cabezon","1d4261d78baba116818798b8d9f0251fc1b9a1ee","gi|2491777090|gb|OQ846285.1|",100,161,0,0,100,1,161,8,168,1.87e-76,298,"52273",161,100,"Scorpaenichthys marmoratus","1"
"Scorpaenichthys marmoratus","cabezon","1d4261d78baba116818798b8d9f0251fc1b9a1ee","gi|669175240|gb|KM057987.1|",100,161,0,0,100,1,161,179,339,1.87e-76,298,"52273",161,100,"Scorpaenichthys marmoratus","1"
"Scorpaenichthys marmoratus","cabezon","1d4261d78baba116818798b8d9f0251fc1b9a1ee","gi|2095925502|gb|OK172573.1|",100,161,0,0,100,1,161,253,413,1.87e-76,298,"52273",161,100,"Scorpaenichthys marmoratus","1"
"Hexagrammos otakii","fat greenling","1d4261d78baba116818798b8d9f0251fc1b9a1ee","gi|1790166427|dbj|AP006786.1|",95.706,163,5,2,100,1,161,323,485,2.46e-65,261,"72450",161,100,"Scorpaenichthys marmoratus","1"
"Hexagrammos otakii","fat greenling","1d4261d78baba116818798b8d9f0251fc1b9a1ee","gi|1621109095|dbj|LC474176.1|",95.706,163,5,2,100,1,161,8,170,2.46e-65,261,"72450",161,100,"Scorpaenichthys marmoratus","1"
"Hexagrammos otakii","fat greenling","1d4261d78baba116818798b8d9f0251fc1b9a1ee","gi|1169287512|dbj|AP017443.1|",95.706,163,5,2,100,1,161,323,485,2.46e-65,261,"72450",161,100,"Scorpaenichthys marmoratus","1"
"Hexagrammos otakii","fat greenling","1d4261d78baba116818798b8d9f0251fc1b9a1ee","gi|906357286|dbj|AB969906.1|",95.706,163,5,2,100,1,161,8,170,2.46e-65,261,"72450",161,100,"Scorpaenichthys marmoratus","1"
"Hexagrammos otakii","fat greenling","1d4261d78baba116818798b8d9f0251fc1b9a1ee","gi|959148347|ref|NC_028630.1|",95.706,163,5,2,100,1,161,323,485,2.46e-65,261,"72450",161,100,"Scorpaenichthys marmoratus","1"
"Hexagrammos otakii","fat greenling","1d4261d78baba116818798b8d9f0251fc1b9a1ee","gi|2264236693|dbj|LC717524.1|",95.706,163,5,2,100,1,161,194,356,2.46e-65,261,"72450",161,100,"Scorpaenichthys marmoratus","1"
"Hexagrammos otakii","fat greenling","1d4261d78baba116818798b8d9f0251fc1b9a1ee","gi|2178620676|dbj|LC671307.1|",95.706,163,5,2,100,1,161,194,356,2.46e-65,261,"72450",161,100,"Scorpaenichthys marmoratus","1"
"Hexagrammos otakii","fat greenling","1d4261d78baba116818798b8d9f0251fc1b9a1ee","gi|31076430|dbj|AB109294.1|",95.706,163,5,2,100,1,161,1311,1473,2.46e-65,261,"72450",161,100,"Scorpaenichthys marmoratus","1"
"Hexagrammos lagocephalus","rock greenling","1d4261d78baba116818798b8d9f0251fc1b9a1ee","gi|813424801|ref|NC_026888.1|",95.092,163,6,2,100,1,161,323,485,1.14e-63,255,"192377",161,100,"Scorpaenichthys marmoratus","1"
"Hexagrammos agrammus","spotbelly greenling","1d4261d78baba116818798b8d9f0251fc1b9a1ee","gi|2249630828|dbj|LC710291.1|",95.092,163,6,2,100,1,161,194,356,1.14e-63,255,"192376",161,100,"Scorpaenichthys marmoratus","1"
"Artediellus scaber","hamecon","1d4261d78baba116818798b8d9f0251fc1b9a1ee","gi|2072646434|gb|MZ621045.1|",95.122,164,5,3,100,1,161,16,179,1.14e-63,255,"980324",161,100,"Scorpaenichthys marmoratus","1"
"Artediellus scaber","hamecon","1d4261d78baba116818798b8d9f0251fc1b9a1ee","gi|2072646418|gb|MZ621029.1|",95.122,164,5,3,100,1,161,16,179,1.14e-63,255,"980324",161,100,"Scorpaenichthys marmoratus","1"
"Artediellus scaber","hamecon","1d4261d78baba116818798b8d9f0251fc1b9a1ee","gi|2072646416|gb|MZ621027.1|",95.122,164,5,3,100,1,161,16,179,1.14e-63,255,"980324",161,100,"Scorpaenichthys marmoratus","1"
"Hexagrammos agrammus","spotbelly greenling","1d4261d78baba116818798b8d9f0251fc1b9a1ee","gi|511348980|ref|NC_021459.1|",95.092,163,6,2,100,1,161,323,485,1.14e-63,255,"192376",161,100,"Scorpaenichthys marmoratus","1"
"Hexagrammos agrammus","spotbelly greenling","1d4261d78baba116818798b8d9f0251fc1b9a1ee","gi|2038422301|dbj|LC630806.1|",95.092,163,6,2,100,1,161,253,415,1.14e-63,255,"192376",161,100,"Scorpaenichthys marmoratus","1"
"Hexagrammos octogrammus","masked greenling","1d4261d78baba116818798b8d9f0251fc1b9a1ee","gi|31076432|dbj|AB109296.1|",95.092,163,6,2,100,1,161,1306,1468,1.14e-63,255,"192375",161,100,"Scorpaenichthys marmoratus","1"
"Bos taurus","cattle","47b3725a56e71f72127daf22f267ee68b630d59f","gi|70987496|gb|DQ124373.1|",100,161,0,0,100,1,161,683,843,1.87e-76,298,"9913",161,100,"Bos taurus","1"
"Bos taurus","cattle","47b3725a56e71f72127daf22f267ee68b630d59f","gi|70987482|gb|DQ124372.1|",100,161,0,0,100,1,161,683,843,1.87e-76,298,"9913",161,100,"Bos taurus","1"
"Bos taurus","cattle","47b3725a56e71f72127daf22f267ee68b630d59f","gi|70987468|gb|DQ124371.1|",100,161,0,0,100,1,161,683,843,1.87e-76,298,"9913",161,100,"Bos taurus","1"
"Bos taurus","cattle","47b3725a56e71f72127daf22f267ee68b630d59f","gi|54260897|emb|AJ849533.1|",100,161,0,0,100,1,161,26,186,1.87e-76,298,"9913",161,100,"Bos taurus","1"
"Bos taurus","cattle","47b3725a56e71f72127daf22f267ee68b630d59f","gi|12800|emb|V00654.1|",100,161,0,0,100,1,161,681,841,1.87e-76,298,"9913",161,100,"Bos taurus","1"
"Bos taurus","cattle","47b3725a56e71f72127daf22f267ee68b630d59f","gi|33321661|gb|AF492351.1|",100,161,0,0,100,1,161,319,479,1.87e-76,298,"9913",161,100,"Bos taurus","1"
"Bos taurus","cattle","47b3725a56e71f72127daf22f267ee68b630d59f","gi|28189990|dbj|AB099145.1|",100,161,0,0,100,1,161,239,399,1.87e-76,298,"9913",161,100,"Bos taurus","1"
"Bos taurus","cattle","47b3725a56e71f72127daf22f267ee68b630d59f","gi|28189980|dbj|AB099135.1|",100,161,0,0,100,1,161,240,400,1.87e-76,298,"9913",161,100,"Bos taurus","1"
"Bos taurus","cattle","47b3725a56e71f72127daf22f267ee68b630d59f","gi|28189975|dbj|AB099130.1|",100,161,0,0,100,1,161,239,399,1.87e-76,298,"9913",161,100,"Bos taurus","1"
"Bos taurus","cattle","47b3725a56e71f72127daf22f267ee68b630d59f","gi|28189964|dbj|AB099119.1|",100,161,0,0,100,1,161,232,392,1.87e-76,298,"9913",161,100,"Bos taurus","1"
"Bos taurus","cattle","47b3725a56e71f72127daf22f267ee68b630d59f","gi|28189958|dbj|AB099113.1|",100,161,0,0,100,1,161,133,293,1.87e-76,298,"9913",161,100,"Bos taurus","1"
"Bos taurus","cattle","47b3725a56e71f72127daf22f267ee68b630d59f","gi|28189950|dbj|AB099105.1|",100,161,0,0,100,1,161,250,410,1.87e-76,298,"9913",161,100,"Bos taurus","1"
"Bos taurus","cattle","47b3725a56e71f72127daf22f267ee68b630d59f","gi|28189949|dbj|AB099104.1|",100,161,0,0,100,1,161,238,398,1.87e-76,298,"9913",161,100,"Bos taurus","1"
"Bos taurus","cattle","47b3725a56e71f72127daf22f267ee68b630d59f","gi|28189948|dbj|AB099103.1|",100,161,0,0,100,1,161,237,397,1.87e-76,298,"9913",161,100,"Bos taurus","1"
"Bos taurus","cattle","47b3725a56e71f72127daf22f267ee68b630d59f","gi|28189410|dbj|AB098880.1|",100,161,0,0,100,1,161,363,203,1.87e-76,298,"9913",161,100,"Bos taurus","1"
"Bos taurus","cattle","47b3725a56e71f72127daf22f267ee68b630d59f","gi|28189404|dbj|AB098874.1|",100,161,0,0,100,1,161,381,221,1.87e-76,298,"9913",161,100,"Bos taurus","1"
"Bos taurus","cattle","47b3725a56e71f72127daf22f267ee68b630d59f","gi|28189401|dbj|AB098871.1|",100,161,0,0,100,1,161,382,222,1.87e-76,298,"9913",161,100,"Bos taurus","1"
"Bos taurus","cattle","47b3725a56e71f72127daf22f267ee68b630d59f","gi|28189395|dbj|AB098865.1|",100,161,0,0,100,1,161,381,221,1.87e-76,298,"9913",161,100,"Bos taurus","1"
"Bos taurus","cattle","47b3725a56e71f72127daf22f267ee68b630d59f","gi|28189382|dbj|AB098853.1|",100,161,0,0,100,1,161,284,124,1.87e-76,298,"9913",161,100,"Bos taurus","1"
"Bos taurus","cattle","47b3725a56e71f72127daf22f267ee68b630d59f","gi|28189374|dbj|AB098845.1|",100,161,0,0,100,1,161,284,124,1.87e-76,298,"9913",161,100,"Bos taurus","1"
"Anoplopoma fimbria","sablefish","6fd008aa40762430b124e4174c9117e8e597a2cd","gi|985565206|dbj|LC021225.1|",100,161,0,0,100,1,161,8,168,1.87e-76,298,"229290",161,100,"Anoplopoma fimbria","1"
"Anoplopoma fimbria","sablefish","6fd008aa40762430b124e4174c9117e8e597a2cd","gi|985563210|dbj|LC091893.1|",100,161,0,0,100,1,161,8,168,1.87e-76,298,"229290",161,100,"Anoplopoma fimbria","1"
"Anoplopoma fimbria","sablefish","6fd008aa40762430b124e4174c9117e8e597a2cd","gi|2491777278|gb|OQ846473.1|",100,161,0,0,100,1,161,8,168,1.87e-76,298,"229290",161,100,"Anoplopoma fimbria","1"
"Anoplopoma fimbria","sablefish","6fd008aa40762430b124e4174c9117e8e597a2cd","gi|808781711|gb|KP777542.1|",100,161,0,0,100,1,161,323,483,1.87e-76,298,"229290",161,100,"Anoplopoma fimbria","1"
"Anoplopoma fimbria","sablefish","6fd008aa40762430b124e4174c9117e8e597a2cd","gi|669175194|gb|KM057941.1|",100,161,0,0,100,1,161,181,341,1.87e-76,298,"229290",161,100,"Anoplopoma fimbria","1"
